task,model,learning_rate,bucket,accuracy,arch,layers,heads,d_model,dropout,mlp_size,kernel,pe,ln,ne,train_steps_k,layer_order
mqar,ssm4l16d0dr,0.001,101-150,0.4985,ssm,4,-,16,0,-,s4,-,-,-,-,-
mqar,ssm4l16d0dr,0.0001,0-50,0.577,ssm,4,-,16,0,-,s4,-,-,-,-,-
mqar,ssm4l16d0dr,0.0001,51-100,0.4855,ssm,4,-,16,0,-,s4,-,-,-,-,-
mqar,ssm4l16d0dr,0.0001,101-150,0.4775,ssm,4,-,16,0,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.001,0-50,0.5935,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.001,51-100,0.5015,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.001,101-150,0.49,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.0001,0-50,0.5735,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.0001,51-100,0.4915,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l16d0.1dr,0.0001,101-150,0.4845,ssm,4,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.001,0-50,0.6325,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.001,51-100,0.5,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.001,101-150,0.479,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.0001,0-50,0.607,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.0001,51-100,0.5035,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0dr,0.0001,101-150,0.49,ssm,4,-,64,0,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.001,0-50,0.591,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.001,51-100,0.4875,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.001,101-150,0.5005,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.0001,0-50,0.585,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.0001,51-100,0.5075,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l64d0.1dr,0.0001,101-150,0.4785,ssm,4,-,64,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.001,0-50,0.6475,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.001,51-100,0.4725,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.001,101-150,0.4795,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.0001,0-50,0.6085,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.0001,51-100,0.4975,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0dr,0.0001,101-150,0.519,ssm,4,-,256,0,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.001,0-50,0.6355,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.001,51-100,0.5215,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.001,101-150,0.5135,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.0001,0-50,0.606,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.0001,51-100,0.4935,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm4l256d0.1dr,0.0001,101-150,0.5325,ssm,4,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.001,0-50,0.621,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.001,51-100,0.4935,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.001,101-150,0.422,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.0001,0-50,0.579,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.0001,51-100,0.5075,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0dr,0.0001,101-150,0.4655,ssm,8,-,16,0,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.001,0-50,0.6,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.001,51-100,0.499,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.001,101-150,0.4945,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.0001,0-50,0.5885,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.0001,51-100,0.503,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l16d0.1dr,0.0001,101-150,0.4955,ssm,8,-,16,0.1,-,s4,-,-,-,-,-
mqar,ssm8l64d0drssm8l256d0dr,0.001,0-50,0.71,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l64d0drssm8l256d0dr,0.001,51-100,0.4965,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l64d0drssm8l256d0dr,0.001,101-150,0.5215,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l256d0dr,0.0001,0-50,0.634,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l256d0dr,0.0001,51-100,0.4945,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l256d0dr,0.0001,101-150,0.4705,ssm,8,-,256,0,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.001,0-50,0.649,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.001,51-100,0.4955,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.001,101-150,0.524,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.0001,0-50,0.611,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.0001,51-100,0.5045,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,ssm8l256d0.1dr,0.0001,101-150,0.5075,ssm,8,-,256,0.1,-,s4,-,-,-,-,-
mqar,hybsas41l2h16d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5755,hyb,1,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h16d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4935,hyb,1,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h16d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.503,hyb,1,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.572,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.511,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.518,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.579,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.5105,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.4975,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h16d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5835,hyb,2,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h16d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.5,hyb,2,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h16d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5145,hyb,2,2,16,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5895,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.5175,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.4975,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.597,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.5035,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.4785,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsamamba1l1h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.616,hyb,1,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.496,hyb,1,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.498,hyb,1,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.6015,hyb,1,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5045,hyb,1,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.4925,hyb,1,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5885,hyb,1,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4955,hyb,1,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,1,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5905,hyb,1,1,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4935,hyb,1,1,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.4815,hyb,1,1,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.593,hyb,1,2,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.487,hyb,1,2,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,1,2,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.598,hyb,1,2,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4795,hyb,1,2,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.528,hyb,1,2,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.6075,hyb,1,2,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.494,hyb,1,2,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.4985,hyb,1,2,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5945,hyb,1,2,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5005,hyb,1,2,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba1l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.512,hyb,1,2,256,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.584,hyb,2,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.504,hyb,2,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.502,hyb,2,1,64,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.601,hyb,2,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4935,hyb,2,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.498,hyb,2,1,64,0.1,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.4915,hyb,2,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4935,hyb,2,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsamamba2l1h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.498,hyb,2,1,256,0,2,mamba,True,True,-,30,sa
mqar,hybsas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5075,hyb,1,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4885,hyb,1,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,1,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.508,hyb,1,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5,hyb,1,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.5045,hyb,1,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.578,hyb,1,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4885,hyb,1,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,1,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.4925,hyb,1,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5115,hyb,1,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.4925,hyb,1,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.579,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.48,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5195,hyb,1,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.576,hyb,1,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4875,hyb,1,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.501,hyb,1,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5775,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.495,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.512,hyb,1,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5845,hyb,1,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5015,hyb,1,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas41l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.485,hyb,1,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.601,hyb,2,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.485,hyb,2,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5065,hyb,2,1,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.585,hyb,2,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4995,hyb,2,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.509,hyb,2,1,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.598,hyb,2,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4915,hyb,2,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5055,hyb,2,1,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.574,hyb,2,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.505,hyb,2,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.492,hyb,2,1,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5075,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4885,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,2,2,64,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5865,hyb,2,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.496,hyb,2,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.5075,hyb,2,2,64,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5705,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4775,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.502,hyb,2,2,256,0,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5895,hyb,2,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.5205,hyb,2,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas42l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.4925,hyb,2,2,256,0.1,2,s4,True,True,-,30,sa
mqar,hybsas43l1h64d0dr2mlppelnstp60k0.001lr,0.001,0-49,0.5765,hyb,3,1,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h64d0dr2mlppelnstp60k0.001lr,0.001,50-99,0.4855,hyb,3,1,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h64d0dr2mlppelnstp60k0.001lr,0.001,100-149,0.502,hyb,3,1,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h64d0.1dr2mlppelnstp60k0.001lr,0.001,0-49,0.599,hyb,3,1,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l1h64d0.1dr2mlppelnstp60k0.001lr,0.001,50-99,0.487,hyb,3,1,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l1h64d0.1dr2mlppelnstp60k0.001lr,0.001,100-149,0.507,hyb,3,1,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0dr2mlppelnstp60k0.001lr,0.001,0-49,0.5845,hyb,3,1,256,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0dr2mlppelnstp60k0.001lr,0.001,50-99,0.5025,hyb,3,1,256,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0dr2mlppelnstp60k0.001lr,0.001,100-149,0.51,hyb,3,1,256,0,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0.1dr2mlppelnstp60k0.001lr,0.001,0-49,0.586,hyb,3,1,256,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0.1dr2mlppelnstp60k0.001lr,0.001,50-99,0.4785,hyb,3,1,256,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l1h256d0.1dr2mlppelnstp60k0.001lr,0.001,100-149,0.513,hyb,3,1,256,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0dr2mlppelnstp60k0.001lr,0.001,0-49,0.585,hyb,3,2,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0dr2mlppelnstp60k0.001lr,0.001,50-99,0.5175,hyb,3,2,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0dr2mlppelnstp60k0.001lr,0.001,100-149,0.4925,hyb,3,2,64,0,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0.1dr2mlppelnstp60k0.001lr,0.001,0-49,0.5855,hyb,3,2,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0.1dr2mlppelnstp60k0.001lr,0.001,50-99,0.477,hyb,3,2,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsas43l2h64d0.1dr2mlppelnstp60k0.001lr,0.001,100-149,0.5055,hyb,3,2,64,0.1,2,s4,True,True,-,60,sa
mqar,hybsaas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.586,hyb,1,1,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.487,hyb,1,1,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5135,hyb,1,1,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.57,hyb,1,1,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4795,hyb,1,1,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.5,hyb,1,1,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5715,hyb,1,1,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4895,hyb,1,1,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5055,hyb,1,1,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.49,hyb,1,1,256,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.4915,hyb,1,1,256,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l1h256d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.497,hyb,1,1,256,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.567,hyb,1,2,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.496,hyb,1,2,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.4995,hyb,1,2,64,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.573,hyb,1,2,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,50-99,0.482,hyb,1,2,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h64d0.1dr2mlppelnstp30k0.001lr,0.001,100-149,0.487,hyb,1,2,64,0.1,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,0-49,0.5815,hyb,1,2,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,50-99,0.4955,hyb,1,2,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h256d0dr2mlppelnstp30k0.001lr,0.001,100-149,0.5095,hyb,1,2,256,0,2,s4,True,True,-,30,saa
mqar,hybsaas41l2h256d0.1dr2mlppelnstp30k0.001lr,0.001,0-49,0.5795,hyb,1,2,256,0.1,2,s4,True,True,-,30,saa
